,vintage,age,dependents,city,customer_nw_category,days_since_last_transaction,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,churn,gender_cat,occupation_cat,branch_code_cat
3099,2547,65,0.0,649.0,2,3.0,2937.21,2845.9,2658.76,1201.63,89.7,93.27,0.41,0.41,2871.57,2806.96,0,1,3,267
3101,6504,51,0.0,1096.0,3,7.0,4583.59,3946.97,3919.76,2271.92,775.99,413.19,139.36,294.29,4304.63,3808.36,1,0,3,1139
3102,496,29,0.0,610.0,3,31.0,1488.08,1664.86,1491.94,1393.63,0.64,429.21,206.0,228.49,1582.02,1447.95,0,0,4,1738
3103,2254,51,0.0,1084.0,1,4.0,1883.06,1721.72,1814.34,1248.63,1397.26,1002.16,381.22,1503.29,1950.21,1805.84,0,0,3,746
3105,4610,55,0.0,514.0,2,3.0,2845.93,2381.74,2413.04,9208.81,480.62,648.29,0.14,0.14,2571.1,2232.95,0,0,3,5
3106,1018,45,0.0,363.0,2,53.0,7750.42,7750.42,7466.24,6967.14,0.17,714.46,0.17,0.17,7750.42,7612.17,0,1,3,247
3107,4301,36,0.0,1111.0,3,31.0,2271.73,1857.44,1537.14,1392.28,0.11,0.11,285.83,933.69,1987.0,1172.17,0,0,3,273
3108,3752,37,0.0,1525.0,2,0.0,4648.98,4863.08,5753.67,5821.74,543.39,15302.96,976.87,21766.35,3159.05,7877.45,0,1,2,463
3109,1123,74,0.0,1020.0,3,0.0,3055.51,3218.3,3307.1,4782.99,739.2,739.2,1118.89,1428.89,2754.92,3339.73,1,1,1,130
3110,432,42,0.0,834.0,2,20.0,1190.24,872.79,3436.71,1243.28,1929.11,0.54,153.76,0.54,1343.1,924.62,0,0,3,13
3111,3448,77,0.0,1020.0,3,14.0,907.15,2989.59,4996.91,2430.33,395.56,586.75,1429.21,7006.64,1675.04,5074.42,0,1,1,395
3112,2946,27,0.0,1494.0,1,32.0,1110.11,4478.64,2795.84,3018.67,0.61,857.76,512.0,163.06,2211.49,3852.93,0,1,3,229
3113,974,56,0.0,334.0,2,31.0,14672.74,387.03,1700.66,5131.37,0.44,0.44,0.44,0.44,4327.92,387.03,0,1,3,1034
3114,2042,38,0.0,1020.0,2,0.0,18403.64,1686.99,5805.25,6232.75,23595.93,10649.6,1450.54,10172.62,7872.59,2878.28,0,0,2,2142
3115,1227,30,0.0,334.0,2,31.0,2570.17,2404.62,2360.39,2599.3,0.69,0.69,35.13,20.44,2508.33,2351.37,0,0,3,3
3116,987,63,0.0,1020.0,2,28.0,1988.33,1418.09,1602.8,2206.23,598.26,598.26,0.16,28.99,1991.21,1555.38,0,0,3,46
3117,5449,64,0.0,1020.0,2,55.0,6668.32,6739.0,6558.36,1929.13,0.3,400.3,71.73,0.3,6675.32,6674.49,0,1,3,102
3118,1970,37,1.0,1020.0,2,76.0,0.98,171.03,1531.63,654.35,0.53,0.53,746.41,717.39,28.5,24.84,1,0,2,352
3119,716,28,0.0,1020.0,2,4.0,3411.57,3155.29,3172.15,3402.89,286.13,0.41,8.81,0.24,3177.89,3155.99,0,1,2,1127
3120,2654,62,1.0,885.0,3,259.0,3026.3,3383.44,3758.2,4728.16,0.21,0.21,357.36,0.21,3309.55,3383.44,1,0,3,778
3121,4046,54,0.0,800.0,1,49.0,1167.36,2729.63,1582.55,176.65,0.47,3571.9,1203.74,689.46,2350.43,2052.48,1,1,2,318
3122,984,43,2.0,1487.0,2,4.0,1992.5,2063.88,1980.0,2174.95,671.86,786.14,373.64,373.64,1929.72,1983.85,0,1,3,841
3123,1772,43,3.0,334.0,3,0.0,3327.1,2614.01,3213.26,2129.69,1442.89,1458.53,949.24,1038.4,2094.28,3623.49,0,0,2,420
3124,697,28,0.0,243.0,1,31.0,3011.88,3010.17,2784.85,3224.67,0.17,0.17,0.17,0.17,3010.52,3010.17,0,1,3,110
3125,5760,62,0.0,1020.0,2,31.0,3139.09,1460.36,1705.24,2139.59,0.31,0.31,0.31,0.31,2201.92,1460.36,0,1,3,81
3126,1567,42,0.0,683.0,3,98.0,13408.96,13408.96,13416.49,12885.9,0.09,0.09,0.09,0.09,13408.96,13413.11,0,0,3,1893
3127,2190,57,0.0,975.0,3,28.0,3010.06,2581.49,3482.1,3650.73,428.6,571.46,0.03,0.03,3010.06,3702.35,0,1,2,1607
3128,2392,40,0.0,1597.0,3,31.0,3231.07,4059.64,4726.98,5803.76,0.37,0.37,514.66,1230.41,3573.43,4859.76,0,0,3,157
3129,4427,40,2.0,318.0,2,7.0,1195.56,1543.55,1625.95,1506.7,9.7,0.54,286.26,286.26,1220.95,1792.42,0,0,3,96
3130,1493,35,0.0,630.0,2,31.0,3332.45,3329.97,3329.19,3301.87,0.01,0.01,0.01,0.01,3330.57,3329.97,0,0,3,380
3131,812,90,0.0,575.0,3,48.0,6896.52,6957.59,4470.56,451.56,0.34,8571.77,61.41,2857.49,6917.58,5206.44,0,1,3,1002
3132,894,75,0.0,834.0,2,40.0,470.96,3328.1,1706.04,329.06,0.06,142.93,2857.2,285.77,766.52,3415.65,1,1,1,27
3133,1299,45,2.0,623.0,1,9.0,3992.59,5831.09,9366.51,18646.38,2744.17,2325.13,2978.46,12763.37,3334.64,8419.98,1,1,3,1745
3134,4631,21,0.0,514.0,1,13.0,6753.1,6507.44,6567.97,6529.73,286.0,0.3,0.29,0.29,6632.73,6514.34,0,0,4,177
3135,4134,47,0.0,1084.0,2,264.0,369.19,5795.38,3659.63,1494.94,0.64,0.64,5429.21,0.64,5609.34,3859.89,1,1,3,468
3136,2157,40,0.0,1055.0,2,31.0,3770.76,3770.76,3770.76,3725.62,0.5,0.5,0.5,0.5,3770.76,3770.76,0,1,3,1399
3137,4595,61,0.0,1577.0,2,8.0,3165.07,1759.55,2465.46,3316.18,156.31,0.13,0.13,714.41,2872.12,2075.39,0,1,3,1562
3138,6285,29,0.0,1096.0,2,31.0,2219.13,2219.13,2219.13,2205.39,0.19,0.19,0.19,0.19,2219.13,2219.13,0,1,4,1143
3139,1596,67,0.0,1046.0,2,227.0,24720.94,24720.94,24720.94,24651.37,0.2,0.2,0.2,0.2,24720.94,24720.94,1,0,1,469
3140,2239,63,0.0,1326.0,2,258.0,5532.52,6032.52,5906.87,6673.13,0.17,0.17,500.17,0.17,5618.72,6032.52,0,1,2,596
3141,2447,65,0.0,15.0,2,144.0,2494.78,550.68,2138.95,566.04,0.34,0.34,0.34,2500.34,2009.22,1921.65,0,0,3,5
3142,2732,90,0.0,578.0,2,25.0,3902.31,1045.16,1899.02,972.13,2857.83,0.69,0.69,0.69,3606.74,1045.16,0,1,3,375
3143,958,35,0.0,15.0,2,7.0,1873.94,1873.94,1636.77,467.41,21428.91,0.34,21428.91,900.34,1873.94,2222.33,1,1,2,855
3144,2755,57,0.0,1096.0,2,7.0,101.53,2505.39,9187.34,12024.14,10357.36,19357.36,12761.21,46728.79,339.04,4215.07,1,0,3,416
3145,666,30,3.0,1020.0,2,226.0,8108.34,8108.34,8108.34,8084.19,0.2,0.2,0.2,0.2,8108.34,8108.34,1,1,2,571
3146,1112,29,0.0,409.0,2,55.0,160.51,2303.37,1822.02,549.39,0.29,1428.86,2143.14,361.71,1933.91,2128.3,0,0,3,250
3147,3182,32,0.0,1232.0,2,7.0,7954.07,5096.92,5326.81,5270.96,2857.63,0.49,0.49,0.49,5786.58,5096.92,0,0,2,461
3148,1204,41,3.0,413.0,3,3.0,2604.64,1110.6,1433.53,3635.68,1928.77,714.49,434.73,2857.07,1135.91,1363.56,0,1,3,1980
3149,2655,83,0.0,409.0,1,161.0,5778.47,83635.62,23561.83,1053.03,0.19,0.19,0.19,0.19,30187.34,38780.48,1,1,1,457
3150,2848,53,0.0,146.0,1,146.0,2497.06,2497.06,2793.73,5274.48,0.03,0.03,0.03,771.46,2497.06,2614.11,0,0,3,71
3151,5211,74,0.0,1096.0,2,101.0,3763.63,3763.63,4682.16,3468.52,0.13,0.13,0.13,0.13,3763.63,3763.63,0,1,3,121
3152,2803,42,1.0,1525.0,2,33.0,11455.89,11027.32,12273.92,10896.39,0.01,714.3,0.01,1762.87,11308.11,11398.01,0,1,3,37
3153,5898,76,0.0,1020.0,1,0.0,20460.81,21794.15,21382.48,19811.53,1938.56,1196.39,3241.29,1153.7,21067.15,21936.09,0,1,3,0
3154,3906,34,1.0,1589.0,3,5.0,1198.86,1787.66,1754.73,4360.92,1003.37,0.51,1806.46,391.06,1320.83,1843.28,0,1,2,134
3155,3232,41,0.0,665.0,1,11.0,2353.27,3265.36,9164.77,19060.54,7928.7,4991.26,14772.8,16796.2,10758.05,9109.71,0,0,3,164
3156,1222,29,0.0,904.0,3,17.0,6156.37,5799.23,5536.08,4528.52,714.61,714.61,357.47,286.04,5848.49,5472.04,0,0,3,251
3157,2772,31,1.0,308.0,3,0.0,1107.56,1824.11,2043.19,3057.17,2741.98,742.32,3052.66,1776.68,2024.44,1803.85,0,1,2,148
3158,2725,35,0.0,1020.0,2,24.0,7863.44,7770.3,6140.07,4377.24,357.29,2923.2,0.14,0.14,7922.28,7977.02,0,1,3,65
3159,1143,23,0.0,1140.0,2,332.0,4665.93,4723.07,4786.42,5148.86,0.47,0.47,71.9,257.61,4690.07,4783.9,0,1,4,601
3160,1713,43,0.0,630.0,3,31.0,761.51,2861.51,2641.9,1927.85,0.39,0.39,2100.39,0.39,2214.22,2861.51,1,0,3,35
3161,4784,45,0.0,1083.0,2,3.0,10816.68,61668.94,11971.56,3884.29,6950.64,66116.07,50689.27,4076.03,24072.82,9481.67,0,0,3,1019
3162,2467,57,0.0,409.0,3,13.0,1429.2,1732.2,1683.2,1451.89,972.06,1093.49,311.86,19.06,1814.32,1632.76,0,0,3,1143
3163,1469,31,0.0,1020.0,3,31.0,719.69,4391.63,3699.82,5611.23,0.33,1066.0,7437.46,2784.57,1742.17,4422.38,1,1,2,1824
3164,965,43,0.0,1096.0,2,32.0,8850.21,8850.21,8829.53,9205.17,0.49,571.91,0.49,329.43,8850.21,8743.61,0,1,3,1421
3165,1168,48,0.0,1061.0,2,51.0,1186.35,8125.43,3186.26,3.07,0.11,8138.9,7432.04,13.6,3526.27,6032.38,1,0,3,900
3166,296,49,0.0,15.0,3,159.0,2286.92,2772.63,2836.73,3008.13,0.39,0.39,486.1,192.23,2655.39,2800.01,1,1,3,5
3167,2308,36,0.0,235.0,3,7.0,5638.82,3881.84,4722.3,5383.18,1828.74,0.17,71.6,1263.39,4829.54,4256.61,0,0,3,657
3168,4891,68,2.0,1178.0,2,23.0,1945.25,1894.57,1654.82,518.0,107.44,86.01,154.3,154.3,1956.29,1911.44,0,1,2,487
3169,2719,34,1.0,1232.0,2,28.0,4155.56,3784.91,4005.53,3520.51,630.89,665.46,388.95,664.69,4297.02,3956.35,0,0,2,752
3170,2923,43,2.0,1206.0,2,14.0,2029.46,4052.79,5022.86,2996.83,1424.02,1029.88,3034.13,2752.9,3838.3,4402.38,1,1,3,711
3171,2664,26,0.0,102.0,2,58.0,20869.95,21088.65,15172.5,12614.52,0.17,15714.46,0.17,0.17,20900.11,19567.91,0,1,4,101
3172,2669,75,0.0,1020.0,2,13.0,3408.8,3255.95,3186.71,3775.86,153.41,143.43,0.57,0.57,3329.74,3177.61,0,1,1,885
3173,3994,61,0.0,243.0,1,245.0,4302.34,4588.06,4702.26,5835.54,0.06,0.06,271.49,271.49,4357.51,4692.2,0,0,3,960
3174,2559,40,0.0,67.0,2,84.0,7443.0,7443.0,7440.23,4684.84,0.43,0.43,0.43,0.43,7443.0,7443.0,0,1,2,880
3175,1442,49,0.0,656.0,3,5.0,5896.69,5182.4,5245.75,4392.42,714.51,214.51,0.23,0.23,5699.64,5078.72,0,0,3,1185
3176,6218,80,0.0,1020.0,2,243.0,1486.45,1486.45,1485.96,1788.22,0.4,0.4,0.4,0.4,1486.45,1486.45,0,1,1,221
3177,797,61,0.0,1464.0,2,91.0,2828.11,2885.25,2902.23,796.06,0.61,0.61,0.61,0.61,2845.85,2901.84,0,0,3,2438
3178,2034,36,0.0,241.0,3,31.0,4008.02,4008.02,4008.01,1726.86,0.36,0.36,0.36,0.36,4008.02,4008.02,0,0,3,1437
3179,2927,76,0.0,1020.0,3,3.0,23832.34,13219.17,7565.91,353.78,12667.99,14296.99,1983.35,2450.3,17520.64,3448.45,0,1,1,604
3180,655,37,0.0,1096.0,2,7.0,6473.48,6838.77,5708.08,11446.79,494.59,50281.99,974.16,96338.09,6911.61,6086.61,0,1,3,87
3181,2041,44,0.0,1020.0,2,164.0,400.35,261.62,2341.59,5066.21,0.51,0.51,420.75,866.03,284.21,2543.74,0,1,3,1231
3182,2789,35,0.0,531.0,2,164.0,6857.62,6568.82,6679.57,5850.53,0.47,0.47,0.47,289.27,6608.66,6756.75,0,0,3,514
3183,3897,53,0.0,1020.0,1,12.0,148.62,9642.12,4377.33,2860.63,386.13,1260.31,9747.56,536.74,2859.98,9185.59,1,1,2,75
3184,2193,52,0.0,1499.0,2,98.0,1665.97,1665.97,1665.97,1555.2,0.03,0.03,0.03,0.03,1665.97,1665.97,0,0,3,937
3185,2063,80,0.0,749.0,3,249.0,1938.44,1952.73,2733.98,3408.43,0.3,0.3,0.3,1428.87,1952.23,2841.21,0,1,3,942
3186,4794,69,0.0,146.0,1,24.0,2006.26,2051.33,2194.02,2208.99,14.3,438.14,852.87,432.46,2216.21,2252.26,0,1,2,144
3187,531,49,0.0,956.0,2,9.0,2884.0,2884.0,2962.82,2010.8,785.8,0.09,785.8,163.79,2834.74,2936.8,0,1,3,2906
3188,588,58,0.0,409.0,3,48.0,1520.83,1520.83,1512.51,1492.93,0.26,28.83,0.26,14.54,1520.83,1513.57,0,0,3,535
3189,1312,44,0.0,800.0,2,19.0,2009.74,7673.7,11073.51,11314.31,7142.93,0.07,12623.96,7857.21,4780.44,12041.52,1,1,3,2586
3190,1348,48,0.0,623.0,1,4.0,15960.14,1993.77,5383.58,707.03,15714.83,18067.34,1690.55,37556.92,9238.06,1535.48,1,0,3,2443
3191,2394,64,0.0,52.0,2,12.0,12276.57,10891.86,9161.72,5489.77,990.84,5276.56,0.2,0.2,11610.47,10619.23,0,1,3,593
3192,2236,45,0.0,1607.0,3,3.0,2860.75,1937.73,1434.5,1100.16,1088.81,227.26,71.97,111.86,1837.87,1308.41,0,1,3,2015
3193,3162,60,0.0,409.0,2,31.0,1869.91,1869.91,1869.91,1859.21,0.6,0.6,0.6,0.6,1869.91,1869.91,0,1,3,1348
3194,1623,44,0.0,334.0,3,72.0,1538.56,3473.15,1831.35,1273.81,0.67,0.67,2035.19,1504.42,2329.05,2069.92,0,1,2,442
3195,253,59,1.0,1096.0,1,7.0,6975.72,9714.7,6877.46,143.86,0.82,0.82,2367.24,3265.47,8709.74,11392.48,0,1,2,43
3196,2492,74,0.0,1020.0,1,1.0,1822.75,1274.57,1900.54,969.51,977.37,111.74,0.63,0.63,1204.52,1875.39,0,1,1,14
3197,535,71,0.0,1247.0,2,175.0,4288.61,4431.47,4473.0,5664.84,0.2,0.2,143.06,143.06,4362.51,4482.16,0,0,3,842
3198,639,47,2.0,169.0,2,3.0,6270.95,3937.59,3341.53,3464.68,8121.71,2143.14,18419.86,27140.71,4404.8,3918.26,0,1,3,32
3199,2985,46,0.0,409.0,3,20.0,837.3,1929.33,2919.36,6121.25,843.49,844.32,1210.91,1998.12,1470.46,2958.43,0,0,3,398
3200,3339,30,0.0,146.0,2,31.0,742.07,1926.04,2345.93,4474.13,0.27,0.27,1018.51,894.88,1326.01,2420.79,1,1,4,135
3201,3582,46,3.0,1348.0,1,0.0,498.12,1143.2,2553.37,5661.11,21347.38,9661.3,26930.57,62009.43,2265.8,1624.83,0,1,3,1077
3202,657,41,0.0,1163.0,2,48.0,5735.95,7164.52,5090.95,163.44,0.61,3572.04,1429.19,0.61,6671.91,5897.24,0,1,3,2587
3203,1635,44,0.0,1613.0,2,319.0,2382.91,4040.06,3487.68,3929.19,0.46,0.46,1657.6,0.46,2382.91,4040.06,0,0,3,518
3204,4248,44,0.0,1084.0,3,35.0,1717.91,2034.44,1835.18,503.66,0.27,610.32,310.97,344.05,1836.17,2055.95,0,1,2,236
3205,994,66,0.0,1096.0,2,20.0,3978.33,3335.47,3490.64,4833.16,642.87,0.01,0.01,0.01,3800.99,3335.47,0,0,3,1202
3206,418,38,2.0,186.0,3,28.0,2537.89,2250.69,3158.0,4578.22,2857.54,0.4,3791.77,777.49,3133.25,2350.96,0,1,3,1541
3207,3144,90,0.0,1020.0,2,60.0,2073.94,2073.94,1969.86,1949.53,0.49,0.49,0.49,0.49,2073.94,2073.94,1,1,3,495
3208,3345,69,0.0,691.0,2,18.0,3878.59,3724.59,3752.59,3710.54,154.07,15.47,0.07,0.07,3825.49,3723.1,0,1,3,618
3209,1393,27,0.0,1114.0,3,14.0,892.39,798.17,2868.72,3789.95,401.33,343.33,164.26,4971.13,882.59,2544.8,0,1,2,2320
3210,2327,55,0.0,575.0,2,21.0,12334.71,10418.55,12500.18,8389.24,214.74,229.01,2467.79,3569.16,12905.77,10886.01,0,1,3,1477
3211,5196,80,0.0,1096.0,2,14.0,2056.81,1628.23,2249.03,3235.47,500.5,0.5,0.5,0.5,1827.74,1639.97,0,1,1,3146
3212,1894,8,0.0,834.0,1,31.0,2628.85,2628.85,2628.85,2612.19,0.21,0.21,0.21,0.21,2628.85,2628.85,0,1,4,39
3213,556,20,0.0,1020.0,3,0.0,2477.42,2398.42,2540.95,2360.68,85.9,85.9,0.19,714.47,2464.93,2489.66,0,1,4,102
3214,1578,35,0.0,762.0,3,3.0,3614.61,4783.84,3820.08,1600.43,12314.7,3847.09,16455.94,8848.4,2830.23,7069.51,1,1,3,2727
3215,2379,16,0.0,649.0,2,31.0,4856.96,4856.96,4856.96,4826.2,0.64,0.64,0.64,0.64,4856.96,4856.96,0,0,4,53
3216,2554,34,0.0,409.0,3,182.0,14134.23,14134.23,14134.23,13937.04,0.49,0.49,0.49,0.49,14134.23,14134.23,0,0,2,1779
3217,675,53,0.0,860.0,3,138.0,4186.74,4186.74,4186.74,4111.2,0.09,0.09,0.09,0.09,4186.74,4186.74,0,0,2,609
3218,726,31,0.0,1525.0,2,25.0,1863.48,1735.3,3652.43,24042.64,7143.3,2500.44,7015.13,1782.28,5160.24,1851.4,1,1,3,1565
3219,2292,45,0.0,623.0,2,62.0,1979.56,3988.7,4526.08,2001.83,0.1,0.1,428.67,840.7,2299.76,5722.06,0,1,2,1391
3220,1197,41,0.0,1271.0,2,116.0,1541.14,2341.14,1705.67,586.39,0.04,0.04,800.04,2142.9,1734.25,2387.23,0,0,3,1877
3221,1137,79,0.0,834.0,2,267.0,1797.19,1797.19,2258.02,3726.26,0.4,0.4,0.4,857.54,1797.19,2322.54,0,0,3,21
3222,1006,43,0.0,623.0,2,9.0,3636.29,2184.57,2473.44,11285.24,2147.04,0.48,247.44,571.27,2581.41,2435.92,0,1,3,904
3223,1155,35,0.0,575.0,2,10.0,1630.15,689.58,1617.95,1807.49,13144.37,1931.09,14981.05,2927.6,2743.99,1047.17,0,1,3,557
3224,660,28,0.0,334.0,2,31.0,9883.69,9455.11,9251.24,7386.97,0.07,0.07,0.07,0.07,9617.68,9289.22,0,0,3,1034
3225,1950,41,4.0,1528.0,3,33.0,1737.16,1865.81,1575.38,3039.63,0.03,0.31,0.03,15.76,1754.9,1889.01,0,1,3,1243
3226,3400,47,0.0,11.0,1,50.0,8799.49,81837.09,47951.68,4212.37,0.67,73284.74,72674.63,1524.11,69073.8,67812.42,1,1,3,109
3227,356,32,0.0,834.0,3,100.0,2604.28,2818.57,2766.85,1810.12,0.41,0.41,214.7,0.41,2663.4,2818.57,0,0,3,477
3228,425,13,0.0,1570.0,3,38.0,5664.47,5735.9,5487.5,2925.86,0.27,143.13,0.27,0.27,5721.12,5692.12,0,0,4,2797
3229,2741,67,0.0,1020.0,3,36.0,2388.33,2388.33,2002.88,3037.44,0.64,3754.86,0.64,2857.79,2388.33,2110.77,0,1,2,1127
3230,6223,59,0.0,834.0,3,30.0,2501.42,4774.82,1747.37,923.04,0.36,5072.6,1439.63,0.36,4075.17,661.95,0,0,3,998
3231,3366,55,3.0,706.0,2,101.0,14934.74,34421.23,50861.14,44288.87,0.63,0.63,0.63,0.63,32780.11,52852.52,1,1,3,402
3232,2995,57,1.0,388.0,2,0.0,23461.74,13608.37,7621.2,2165.47,7143.41,14323.11,4985.78,3666.78,10985.34,8295.75,0,1,2,117
3233,191,51,0.0,241.0,3,194.0,17937.77,17937.77,17937.77,17911.92,0.4,0.4,0.4,0.4,17937.77,17937.77,0,1,3,2407
3234,4711,57,0.0,1084.0,2,0.0,7353.9,7293.72,5301.06,2327.97,480.12,6617.01,333.05,8580.24,7138.78,6849.23,0,0,3,497
3235,2660,58,0.0,1020.0,2,14.0,19364.62,1477.64,4123.99,6312.85,18136.24,394.81,249.26,0.53,10079.45,1572.34,0,0,3,979
3236,5997,53,3.0,977.0,2,31.0,955.66,2781.25,2819.32,2404.44,0.1,0.1,1376.64,0.1,2537.2,2891.19,0,1,3,44
3237,496,50,0.0,19.0,3,17.0,6022.51,5451.09,5585.31,5852.0,571.5,0.07,0.07,0.07,5805.77,5451.09,0,0,3,1568
3238,554,52,0.0,1044.0,3,124.0,8214.33,8214.33,8214.33,5957.36,0.44,0.44,0.44,0.44,8214.33,8214.33,0,0,3,2943
3239,4970,90,0.0,834.0,3,6.0,15524.2,586.25,2535.57,743.22,31864.21,3102.31,17143.4,2857.69,6729.59,548.93,0,1,3,7
3240,2534,45,0.0,698.0,2,6.0,4366.01,4378.04,5554.23,4767.19,2.35,72.3,0.1,2571.53,4366.27,5402.83,0,0,3,213
3241,4384,35,0.0,834.0,2,5.0,4825.86,3117.84,2993.43,1098.72,251.79,1151.41,0.2,1003.86,3889.33,2837.96,0,0,3,17
3242,4991,42,0.0,649.0,2,3.0,3813.41,2969.8,3137.47,3479.28,1196.91,628.71,0.69,70.59,3305.32,3041.47,0,0,3,1123
3243,1473,45,0.0,968.0,3,30.0,3196.12,3098.59,2587.92,614.74,0.64,529.21,0.64,0.64,3118.77,2529.57,0,1,3,1854
3244,3215,52,0.0,1076.0,2,31.0,1476.64,1476.64,1493.54,2064.37,0.57,0.57,0.57,0.57,1476.64,1476.64,0,1,3,711
3245,1656,43,0.0,579.0,2,74.0,31090.44,44815.58,45124.4,21099.7,0.01,0.01,13725.16,11428.59,41113.51,47396.38,0,0,3,179
3246,5317,60,0.0,11.0,2,98.0,2159.13,2159.13,2159.13,1114.51,0.5,0.5,0.5,0.5,2159.13,2159.13,1,0,3,109
3247,2673,55,0.0,1020.0,3,152.0,2274.91,3024.82,3162.56,2678.5,0.21,0.21,425.06,432.9,2478.09,3311.13,0,1,3,76
3248,6142,44,0.0,1096.0,3,31.0,1489.25,1489.25,1489.25,1479.52,0.41,0.41,0.41,0.41,1489.25,1489.25,0,0,3,87
3249,2100,37,0.0,623.0,3,105.0,1112.63,1256.69,3293.42,7152.53,0.4,0.4,1.04,5714.69,1187.17,1510.14,1,0,3,41
3250,2336,33,0.0,146.0,3,99.0,1367.24,1548.95,2036.73,1399.79,0.49,0.49,0.49,32.99,2154.28,2129.83,0,0,3,340
3251,185,41,2.0,834.0,2,41.0,95.33,7266.76,1941.54,553.47,0.1,1642.96,7142.96,0.1,1335.73,4366.71,1,1,3,478
3252,4807,34,0.0,1643.0,2,301.0,3329.66,3329.66,3329.66,3309.97,0.37,0.37,0.37,0.37,3329.66,3329.66,0,1,3,192
3253,4408,39,0.0,1494.0,2,167.0,12271.76,12273.4,12341.98,12333.54,0.09,0.09,0.09,142.94,12271.76,12337.92,0,1,3,191
3254,1504,85,2.0,1096.0,2,10.0,25825.55,22063.71,25551.33,26844.18,38404.32,43733.07,23332.14,27058.46,29686.62,23553.93,0,1,3,1195
3255,1205,22,0.0,409.0,2,5.0,58110.21,1214.01,4092.55,2161.33,57857.36,257.36,729.43,714.5,10856.62,946.72,0,0,4,1180
3256,3221,21,0.0,1096.0,1,0.0,2214.09,7631.23,7409.89,3997.95,3253.2,964.63,7717.49,333.78,7412.61,7792.54,0,1,4,507
3257,1533,35,0.0,1020.0,3,69.0,77.01,3155.68,1850.24,82.84,0.4,0.4,3079.07,794.59,958.54,3286.83,1,0,3,46
3258,1923,58,0.0,341.0,3,172.0,1702.44,1702.44,1726.73,1843.29,0.27,0.27,0.27,0.27,1702.44,1724.57,0,0,3,810
3259,2468,68,0.0,1020.0,2,214.0,9318.94,9318.94,9318.94,9273.71,0.26,0.26,0.26,0.26,9318.94,9318.94,0,1,1,2766
3260,6921,71,1.0,1232.0,2,0.0,1150.15,2193.7,1617.54,1311.74,165.47,531.13,1225.01,295.04,1351.49,1846.93,0,1,3,136
3261,1594,40,0.0,1232.0,2,296.0,4970.17,4970.17,4970.17,4969.65,0.11,0.11,0.11,0.11,4970.17,4970.17,0,0,3,2
3262,3325,60,0.0,1020.0,2,27.0,3394.95,3066.38,3157.38,2507.69,328.6,0.03,0.03,0.03,3372.29,3066.38,0,1,3,431
3263,1760,56,0.0,1096.0,2,38.0,12122.18,12150.76,11798.85,11532.31,0.11,642.97,0.11,0.11,12130.07,11722.65,0,0,3,1779
3264,2775,37,0.0,60.0,2,52.0,6562.39,6560.22,5406.42,3686.65,0.49,2857.63,0.49,0.49,6560.82,5960.06,0,1,3,543
3265,925,41,0.0,162.0,3,33.0,1273.45,65081.51,9067.12,762.97,0.6,38792.67,1057.41,5993.56,6512.78,19798.8,1,0,3,767
3266,2132,57,3.0,409.0,2,14.0,43936.38,36793.52,33718.83,21517.61,7142.89,2857.17,0.03,0.03,40241.8,34305.04,0,1,2,1433
3267,4972,41,1.0,1096.0,3,33.0,10672.46,6557.98,6720.7,2929.89,0.46,686.17,171.7,162.67,8538.38,6003.8,0,1,3,131
3268,1405,79,0.0,11.0,2,40.0,4154.96,3561.03,3400.56,3325.62,0.43,286.14,0.43,0.43,3588.41,3374.53,0,1,1,1983
3269,754,52,0.0,623.0,2,35.0,2860.25,3396.13,1961.69,4001.42,0.03,2885.74,246.78,203.26,3031.79,1228.84,0,0,2,475
3270,1814,23,0.0,1096.0,3,31.0,1630.71,1987.85,2931.73,4845.72,0.44,71.87,357.59,1786.16,1913.96,2798.91,1,1,4,1154
3271,840,43,0.0,856.0,2,200.0,3993.06,4007.35,4038.7,4645.79,0.19,0.19,0.19,0.19,3995.03,4043.86,0,1,3,1307
3272,801,26,0.0,575.0,1,9.0,7195.16,6403.41,6282.37,6364.1,940.9,1883.71,143.23,1143.23,7129.21,6302.35,0,1,2,85
3273,1448,62,0.0,834.0,1,0.0,6169.85,7677.09,8390.34,10237.39,377.47,0.06,1797.2,1700.06,7303.94,8282.16,0,0,3,445
3274,1570,80,0.0,726.0,2,4.0,4606.26,4463.4,4531.76,4547.83,714.67,571.81,571.81,1357.53,4463.4,4504.88,0,1,1,297
3275,3846,40,0.0,1020.0,3,17.0,9385.4,8799.69,8590.12,5598.33,586.11,600.4,0.4,0.4,9163.24,8586.79,0,0,3,146
3276,5787,54,2.0,834.0,1,137.0,28428.67,28994.78,30482.64,36893.59,0.14,0.14,280.54,203.71,28650.06,29153.88,0,0,3,39
3277,822,39,2.0,1271.0,3,27.0,1839.65,1907.78,1949.81,1958.73,535.81,535.81,603.94,532.51,2003.88,1941.7,0,1,3,354
3278,1538,48,0.0,1096.0,2,201.0,14344.13,1486.99,3671.01,482.33,0.07,0.07,0.07,305.8,7693.88,1526.43,0,0,3,433
3279,1589,53,0.0,905.0,2,40.0,8213.59,8226.09,7300.94,6916.73,0.41,843.27,12.91,68.14,8215.75,8193.85,0,0,3,237
